"Gene"	"Cancer"
"777"	"DCBLD1"	"ACC"
"778"	"DCHS1"	"ACC"
"779"	"DDRGK1"	"ACC"
"780"	"DDX58"	"ACC"
"781"	"DEF6"	"ACC"
"782"	"DENND3"	"ACC"
"783"	"DEPDC7"	"ACC"
"784"	"DERA"	"ACC"
"785"	"DFNA5"	"ACC"
"786"	"DGKE"	"ACC"
"787"	"DHRS3"	"ACC"
"788"	"DHRS7B"	"ACC"
"789"	"DHRS9"	"ACC"
"790"	"DIO1"	"ACC"
"791"	"DIO3"	"ACC"
"792"	"DIO3OS"	"ACC"
"793"	"DIRAS1"	"ACC"
"794"	"DIRAS2"	"ACC"
"795"	"DIRC1"	"ACC"
"796"	"DISC1"	"ACC"
"797"	"DKK2"	"ACC"
"798"	"DLEC1"	"ACC"
"799"	"DLGAP2"	"ACC"
"800"	"DLL4"	"ACC"
"801"	"DMP1"	"ACC"
"802"	"DMRT2"	"ACC"
"803"	"DMRTC2"	"ACC"
"804"	"DNAJC30"	"ACC"
"805"	"DNAJC4"	"ACC"
"806"	"DNAJC5B"	"ACC"
"807"	"DNASE1L3"	"ACC"
"808"	"DNASE2B"	"ACC"
"809"	"DNPEP"	"ACC"
"810"	"DNPH1"	"ACC"
"811"	"DOCK11"	"ACC"
"812"	"DOCK2"	"ACC"
"813"	"DOCK4"	"ACC"
"814"	"DOK2"	"ACC"
"815"	"DOK3"	"ACC"
"816"	"DOK5"	"ACC"
"817"	"DOK6"	"ACC"
"818"	"DOPEY2"	"ACC"
"819"	"DPEP2"	"ACC"
"820"	"DPEP3"	"ACC"
"821"	"DPP6"	"ACC"
"822"	"DPRXP4"	"ACC"
"823"	"DPT"	"ACC"
"824"	"DPYD"	"ACC"
"825"	"DPYSL3"	"ACC"
"826"	"DRAM1"	"ACC"
"827"	"DRAM2"	"ACC"
"828"	"DRD2"	"ACC"
"829"	"DSC2"	"ACC"
"830"	"DSCR3"	"ACC"
"831"	"DSCR8"	"ACC"
"832"	"DSE"	"ACC"
"833"	"DTD1"	"ACC"
"834"	"DTHD1"	"ACC"
"835"	"DTNB"	"ACC"
"836"	"DTNBP1"	"ACC"
"837"	"DTWD1"	"ACC"
"838"	"DTX3L"	"ACC"
"839"	"DUSP1"	"ACC"
"840"	"DUSP10"	"ACC"
"841"	"DUSP22"	"ACC"
"842"	"DUSP27"	"ACC"
"843"	"DUSP4"	"ACC"
"844"	"DYDC2"	"ACC"
"845"	"DYNLRB2"	"ACC"
"846"	"DYRK3"	"ACC"
"847"	"DYSF"	"ACC"
"848"	"EAF2"	"ACC"
"849"	"EBF2"	"ACC"
"850"	"EBF3"	"ACC"
"851"	"EBI3"	"ACC"
"852"	"ECHDC1"	"ACC"
"853"	"ECHDC3"	"ACC"
"854"	"ECM1"	"ACC"
"855"	"ECSCR"	"ACC"
"856"	"EDDM3A"	"ACC"
"857"	"EEPD1"	"ACC"
"858"	"EFCC1"	"ACC"
"859"	"EFEMP1"	"ACC"
"860"	"EFNB2"	"ACC"
"861"	"EFS"	"ACC"
"862"	"EGFL7"	"ACC"
"863"	"EGFLAM"	"ACC"
"864"	"EGR1"	"ACC"
"865"	"EGR2"	"ACC"
"866"	"EHD3"	"ACC"
"867"	"EHD4"	"ACC"
"868"	"EHF"	"ACC"
"869"	"EIF2D"	"ACC"
"870"	"EIF3I"	"ACC"
"871"	"EIF3K"	"ACC"
"872"	"EIF4EBP3"	"ACC"
"873"	"ELFN1"	"ACC"
"874"	"ELK3"	"ACC"
"875"	"ELL2"	"ACC"
"876"	"ELMO1"	"ACC"
"877"	"ELMOD1"	"ACC"
"878"	"ELN"	"ACC"
"879"	"EMB"	"ACC"
"880"	"EMBP1"	"ACC"
"881"	"EMCN"	"ACC"
"882"	"EMG1"	"ACC"
"883"	"EMILIN1"	"ACC"
"884"	"EMILIN2"	"ACC"
"885"	"EMP1"	"ACC"
"886"	"EMP3"	"ACC"
"887"	"ENG"	"ACC"
"888"	"ENOX2"	"ACC"
"889"	"ENPEP"	"ACC"
"890"	"ENPP1"	"ACC"
"891"	"ENPP5"	"ACC"
"892"	"ENTPD3"	"ACC"
"893"	"EOMES"	"ACC"
"894"	"EPAS1"	"ACC"
"895"	"EPB41L2"	"ACC"
"896"	"EPB41L4A-AS2"	"ACC"
"897"	"EPHA1"	"ACC"
"898"	"EPHA2"	"ACC"
"899"	"EPHB6"	"ACC"
"900"	"EPHX3"	"ACC"
"901"	"EPS8"	"ACC"
"902"	"ERBB3"	"ACC"
"903"	"ERBB4"	"ACC"
"904"	"ERG"	"ACC"
"905"	"ERMN"	"ACC"
"906"	"ESAM"	"ACC"
"907"	"ESRRA"	"ACC"
"908"	"ETFB"	"ACC"
"909"	"ETHE1"	"ACC"
"910"	"ETNPPL"	"ACC"
"911"	"ETS1"	"ACC"
"912"	"ETS2"	"ACC"
"913"	"EVA1B"	"ACC"
"914"	"EVC2"	"ACC"
"915"	"EVI2A"	"ACC"
"916"	"EVI2B"	"ACC"
"917"	"EXOC3L2"	"ACC"
"918"	"EYA1"	"ACC"
"919"	"EYA2"	"ACC"
"920"	"F13A1"	"ACC"
"921"	"F2R"	"ACC"
"922"	"F2RL3"	"ACC"
"923"	"F3"	"ACC"
"924"	"FABP3"	"ACC"
"925"	"FABP5"	"ACC"
"926"	"FABP7"	"ACC"
"927"	"FADD"	"ACC"
"928"	"FAM101A"	"ACC"
"929"	"FAM102B"	"ACC"
"930"	"FAM104A"	"ACC"
"931"	"FAM109A"	"ACC"
"932"	"FAM109B"	"ACC"
"933"	"FAM110A"	"ACC"
"934"	"FAM110D"	"ACC"
"935"	"FAM117A"	"ACC"
"936"	"FAM124B"	"ACC"
"937"	"FAM127C"	"ACC"
"938"	"FAM129A"	"ACC"
"939"	"FAM129B"	"ACC"
"940"	"FAM134B"	"ACC"
"941"	"FAM159A"	"ACC"
"942"	"FAM162A"	"ACC"
"943"	"FAM162B"	"ACC"
"944"	"FAM167B"	"ACC"
"945"	"FAM170B"	"ACC"
"946"	"FAM174B"	"ACC"
"947"	"FAM177B"	"ACC"
"948"	"FAM179A"	"ACC"
"949"	"FAM186A"	"ACC"
"950"	"FAM20A"	"ACC"
"951"	"FAM20C"	"ACC"
"952"	"FAM212A"	"ACC"
"953"	"FAM214B"	"ACC"
"954"	"FAM229B"	"ACC"
"955"	"FAM26E"	"ACC"
"956"	"FAM26F"	"ACC"
"957"	"FAM27C"	"ACC"
"958"	"FAM49A"	"ACC"
"959"	"FAM50B"	"ACC"
"960"	"FAM63A"	"ACC"
"961"	"FAM66D"	"ACC"
"962"	"FAM69A"	"ACC"
"963"	"FAM69C"	"ACC"
"964"	"FAM78A"	"ACC"
"965"	"FAM78B"	"ACC"
"966"	"FAM86C1"	"ACC"
"967"	"FAM86C2P"	"ACC"
"968"	"FAM86JP"	"ACC"
"969"	"FAM89B"	"ACC"
"970"	"FAM90A1"	"ACC"
"971"	"FAM9C"	"ACC"
"972"	"FANCL"	"ACC"
"973"	"FASLG"	"ACC"
"974"	"FAT4"	"ACC"
"975"	"FBLN2"	"ACC"
"976"	"FBLN5"	"ACC"
"977"	"FBP2"	"ACC"
"978"	"FBXO25"	"ACC"
"979"	"FBXO28"	"ACC"
"980"	"FBXO32"	"ACC"
"981"	"FBXO6"	"ACC"
"982"	"FCAMR"	"ACC"
"983"	"FCAR"	"ACC"
"984"	"FCER1A"	"ACC"
"985"	"FCER1G"	"ACC"
"986"	"FCGBP"	"ACC"
"987"	"FCGR1A"	"ACC"
"988"	"FCGR1B"	"ACC"
"989"	"FCGR1C"	"ACC"
"990"	"FCGR2A"	"ACC"
"991"	"FCGR2B"	"ACC"
"992"	"FCGR2C"	"ACC"
"993"	"FCGR3A"	"ACC"
"994"	"FCGR3B"	"ACC"
"995"	"FCGRT"	"ACC"
"996"	"FCMR"	"ACC"
"997"	"FCN1"	"ACC"
"998"	"FCRL1"	"ACC"
"999"	"FCRL2"	"ACC"
"1000"	"FCRL3"	"ACC"
"1001"	"FCRL5"	"ACC"
"1002"	"FCRL6"	"ACC"
"1003"	"FCRLA"	"ACC"
"1004"	"FDCSP"	"ACC"
"1005"	"FERD3L"	"ACC"
"1006"	"FERMT3"	"ACC"
"1007"	"FES"	"ACC"
"1008"	"FEZ2"	"ACC"
"1009"	"FFAR2"	"ACC"
"1010"	"FFAR4"	"ACC"
"1011"	"FGA"	"ACC"
"1012"	"FGD2"	"ACC"
"1013"	"FGD3"	"ACC"
"1014"	"FGD5"	"ACC"
"1015"	"FGF14"	"ACC"
"1016"	"FGF7"	"ACC"
"1017"	"FGFBP2"	"ACC"
"1018"	"FGGY"	"ACC"
"1019"	"FGL2"	"ACC"
"1020"	"FGR"	"ACC"
"1021"	"FHL1"	"ACC"
"1022"	"FHL3"	"ACC"
"1023"	"FHL5"	"ACC"
"1024"	"FILIP1"	"ACC"
"1025"	"FILIP1L"	"ACC"
"1026"	"FKBP2"	"ACC"
"1027"	"FLAD1"	"ACC"
"1028"	"FLI1"	"ACC"
"1029"	"FLOT1"	"ACC"
"1030"	"FLT1"	"ACC"
"1031"	"FLT3"	"ACC"
"1032"	"FLT3LG"	"ACC"
"1033"	"FLT4"	"ACC"
"1034"	"FMNL1"	"ACC"
"1035"	"FMNL3"	"ACC"
"1036"	"FMO2"	"ACC"
"1037"	"FMO3"	"ACC"
"1038"	"FMO4"	"ACC"
"1039"	"FMO9P"	"ACC"
"1040"	"FMOD"	"ACC"
"1041"	"FN3K"	"ACC"
"1042"	"FOLR2"	"ACC"
"1043"	"FOLR3"	"ACC"
"1044"	"FOS"	"ACC"
"1045"	"FOXC2"	"ACC"
"1046"	"FOXI2"	"ACC"
"1047"	"FOXN2"	"ACC"
"1048"	"FOXP1"	"ACC"
"1049"	"FOXS1"	"ACC"
"1050"	"FPR1"	"ACC"
"1051"	"FPR2"	"ACC"
"1052"	"FPR3"	"ACC"
"1053"	"FRMD4A"	"ACC"
"1054"	"FRMD4B"	"ACC"
"1055"	"FRMD8"	"ACC"
"1056"	"FRZB"	"ACC"
"1057"	"FTH1"	"ACC"
"1058"	"FTH1P3"	"ACC"
"1059"	"FTL"	"ACC"
"1060"	"FUCA1"	"ACC"
"1061"	"FURIN"	"ACC"
"1062"	"FUT7"	"ACC"
"1063"	"FXYD1"	"ACC"
"1064"	"FXYD2"	"ACC"
"1065"	"FXYD5"	"ACC"
"1066"	"FYB"	"ACC"
"1067"	"FYN"	"ACC"
"1068"	"FZD4"	"ACC"
"1069"	"G0S2"	"ACC"
"1070"	"GAB3"	"ACC"
"1071"	"GABARAP"	"ACC"
"1072"	"GABRP"	"ACC"
"1073"	"GAL3ST4"	"ACC"
"1074"	"GALNT14"	"ACC"
"1075"	"GALNT15"	"ACC"
"1076"	"GALNT5"	"ACC"
"1077"	"GALNT6"	"ACC"
"1078"	"GAPT"	"ACC"
"1079"	"GAS1"	"ACC"
"1080"	"GAS2"	"ACC"
"1081"	"GAS6"	"ACC"
"1082"	"GAS7"	"ACC"
"1083"	"GAS8"	"ACC"
"1084"	"GATA1"	"ACC"
"1085"	"GATA2"	"ACC"
"1086"	"GBA"	"ACC"
"1087"	"GBAP1"	"ACC"
"1088"	"GBGT1"	"ACC"
"1089"	"GBP1"	"ACC"
"1090"	"GBP2"	"ACC"
"1091"	"GBP4"	"ACC"
"1092"	"GBP5"	"ACC"
"1093"	"GBP7"	"ACC"
"1094"	"GCLC"	"ACC"
"1095"	"GCNT2"	"ACC"
"1096"	"GCNT3"	"ACC"
"1097"	"GCSAM"	"ACC"
"1098"	"GCSAML"	"ACC"
"1099"	"GDF3"	"ACC"
"1100"	"GDF5"	"ACC"
"1101"	"GDPGP1"	"ACC"
"1102"	"GEM"	"ACC"
"1103"	"GFI1"	"ACC"
"1104"	"GFI1B"	"ACC"
"1105"	"GFOD1"	"ACC"
"1106"	"GGCX"	"ACC"
"1107"	"GGT5"	"ACC"
"1108"	"GGTA1P"	"ACC"
"1109"	"GHRL"	"ACC"
"1110"	"GIMAP1"	"ACC"
"1111"	"GIMAP2"	"ACC"
"1112"	"GIMAP4"	"ACC"
"1113"	"GIMAP5"	"ACC"
"1114"	"GIMAP6"	"ACC"
"1115"	"GIMAP7"	"ACC"
"1116"	"GIMAP8"	"ACC"
"1117"	"GIPC3"	"ACC"
"1118"	"GIT2"	"ACC"
"1119"	"GJA10"	"ACC"
"1120"	"GJA4"	"ACC"
"1121"	"GJA5"	"ACC"
"1122"	"GJD3"	"ACC"
"1123"	"GLIPR1"	"ACC"
"1124"	"GLIS3"	"ACC"
"1125"	"GLMP"	"ACC"
"1126"	"GLP2R"	"ACC"
"1127"	"GLRA3"	"ACC"
"1128"	"GLT1D1"	"ACC"
"1129"	"GLT8D2"	"ACC"
"1130"	"GLUL"	"ACC"
"1131"	"GLYCTK"	"ACC"
"1132"	"GM2A"	"ACC"
"1133"	"GMDS"	"ACC"
"1134"	"GMFG"	"ACC"
"1135"	"GNA14"	"ACC"
"1136"	"GNA15"	"ACC"
"1137"	"GNAI2"	"ACC"
"1138"	"GNG2"	"ACC"
"1139"	"GNG5"	"ACC"
"1140"	"GNG7"	"ACC"
"1141"	"GNGT2"	"ACC"
"1142"	"GNLY"	"ACC"
"1143"	"GNPDA1"	"ACC"
"1144"	"GNPTAB"	"ACC"
"1145"	"GOLGA2P6"	"ACC"
"1146"	"GP5"	"ACC"
"1147"	"GPA33"	"ACC"
"1148"	"GPAT2"	"ACC"
"1149"	"GPAT3"	"ACC"
"1150"	"GPATCH3"	"ACC"
"1151"	"GPBAR1"	"ACC"
"1152"	"GPC4"	"ACC"
"1153"	"GPD1"	"ACC"
"1154"	"GPIHBP1"	"ACC"
"1155"	"GPM6A"	"ACC"
"1156"	"GPNMB"	"ACC"
"1157"	"GPR132"	"ACC"
"1158"	"GPR141"	"ACC"
"1159"	"GPR15"	"ACC"
"1160"	"GPR150"	"ACC"
"1161"	"GPR155"	"ACC"
"1162"	"GPR17"	"ACC"
"1163"	"GPR171"	"ACC"
"1164"	"GPR174"	"ACC"
"1165"	"GPR176"	"ACC"
"1166"	"GPR18"	"ACC"
"1167"	"GPR182"	"ACC"
"1168"	"GPR183"	"ACC"
"1169"	"GPR21"	"ACC"
"1170"	"GPR34"	"ACC"
"1171"	"GPR55"	"ACC"
"1172"	"GPR65"	"ACC"
"1173"	"GPR68"	"ACC"
"1174"	"GPR82"	"ACC"
"1175"	"GPR84"	"ACC"
"1176"	"GPRC5A"	"ACC"
"1177"	"GPRC5B"	"ACC"
"1178"	"GPRIN3"	"ACC"
"1179"	"GPSM3"	"ACC"
"1180"	"GPX1"	"ACC"
"1181"	"GPX3"	"ACC"
"1182"	"GPX4"	"ACC"
"1183"	"GRAMD3"	"ACC"
"1184"	"GRAP"	"ACC"
"1185"	"GRAP2"	"ACC"
"1186"	"GRASP"	"ACC"
"1187"	"GRB2"	"ACC"
"1188"	"GRIK3"	"ACC"
"1189"	"GRIN2A"	"ACC"
"1190"	"GRM1"	"ACC"
"1191"	"GRN"	"ACC"
"1192"	"GSAP"	"ACC"
"1193"	"GSDMA"	"ACC"
"1194"	"GSDMC"	"ACC"
"1195"	"GSN"	"ACC"
"1196"	"GSTA1"	"ACC"
"1197"	"GSTM5"	"ACC"
"1198"	"GSTO1"	"ACC"
"1199"	"GSTP1"	"ACC"
"1200"	"GTF2A1L"	"ACC"
"1201"	"GTF2B"	"ACC"
"1202"	"GTF3A"	"ACC"
"1203"	"GTF3C6"	"ACC"
"1204"	"GTPBP6"	"ACC"
"1205"	"GTPBP8"	"ACC"
"1206"	"GTSF1"	"ACC"
"1207"	"GUCY1A3"	"ACC"
"1208"	"GUCY1B3"	"ACC"
"1209"	"GUCY2C"	"ACC"
"1210"	"GVINP1"	"ACC"
"1211"	"GXYLT2"	"ACC"
"1212"	"GYPC"	"ACC"
"1213"	"GYPE"	"ACC"
"1214"	"GZMA"	"ACC"
"1215"	"GZMB"	"ACC"
"1216"	"GZMH"	"ACC"
"1217"	"GZMK"	"ACC"
"1218"	"GZMM"	"ACC"
"1219"	"H2AFJ"	"ACC"
"1220"	"HAAO"	"ACC"
"1221"	"HACD1"	"ACC"
"1222"	"HAL"	"ACC"
"1223"	"HAMP"	"ACC"
"1224"	"HAPLN3"	"ACC"
"1225"	"HAVCR2"	"ACC"
"1226"	"HBD"	"ACC"
"1227"	"HBEGF"	"ACC"
"1228"	"HBG1"	"ACC"
"1229"	"HCAR3"	"ACC"
"1230"	"HCG11"	"ACC"
"1231"	"HCG22"	"ACC"
"1232"	"HCG26"	"ACC"
"1233"	"HCK"	"ACC"
"1234"	"HCLS1"	"ACC"
"1235"	"HCP5"	"ACC"
"1236"	"HCST"	"ACC"
"1237"	"HDAC9"	"ACC"
"1238"	"HDC"	"ACC"
"1239"	"HDDC2"	"ACC"
"1240"	"HEBP1"	"ACC"
"1241"	"HECTD2-AS1"	"ACC"
"1242"	"HECW2"	"ACC"
"1243"	"HEG1"	"ACC"
"1244"	"HERC5"	"ACC"
"1245"	"HERPUD1"	"ACC"
"1246"	"HES5"	"ACC"
"1247"	"HEXA"	"ACC"
"1248"	"HEXA-AS1"	"ACC"
"1249"	"HEY1"	"ACC"
"1250"	"HEY2"	"ACC"
"1251"	"HGF"	"ACC"
"1252"	"HHAT"	"ACC"
"1253"	"HIC1"	"ACC"
"1254"	"HIGD1B"	"ACC"
"1255"	"HIGD2A"	"ACC"
"1256"	"HK3"	"ACC"
"1257"	"HLA-A"	"ACC"
"1258"	"HLA-B"	"ACC"
"1259"	"HLA-C"	"ACC"
"1260"	"HLA-DMA"	"ACC"
"1261"	"HLA-DMB"	"ACC"
"1262"	"HLA-DOA"	"ACC"
"1263"	"HLA-DOB"	"ACC"
"1264"	"HLA-DPA1"	"ACC"
"1265"	"HLA-DPB1"	"ACC"
"1266"	"HLA-DPB2"	"ACC"
"1267"	"HLA-DQA1"	"ACC"
"1268"	"HLA-DQA2"	"ACC"
"1269"	"HLA-DQB1"	"ACC"
"1270"	"HLA-DQB2"	"ACC"
"1271"	"HLA-DRA"	"ACC"
"1272"	"HLA-DRB1"	"ACC"
"1273"	"HLA-DRB5"	"ACC"
"1274"	"HLA-DRB6"	"ACC"
"1275"	"HLA-E"	"ACC"
"1276"	"HLA-F"	"ACC"
"1277"	"HLA-H"	"ACC"
"1278"	"HLX"	"ACC"
"1279"	"HMGA1"	"ACC"
"1280"	"HMGCL"	"ACC"
"1281"	"HMGCLL1"	"ACC"
"1282"	"HMHA1"	"ACC"
"1283"	"HMHB1"	"ACC"
"1284"	"HMOX1"	"ACC"
"1285"	"HMSD"	"ACC"
"1286"	"HNMT"	"ACC"
"1287"	"HOPX"	"ACC"
"1288"	"HPGDS"	"ACC"
"1289"	"HPN"	"ACC"
"1290"	"HPS1"	"ACC"
"1291"	"HPSE"	"ACC"
"1292"	"HRASLS"	"ACC"
"1293"	"HRASLS5"	"ACC"
"1294"	"HRC"	"ACC"
"1295"	"HRCT1"	"ACC"
"1296"	"HRH1"	"ACC"
"1297"	"HRNR"	"ACC"
"1298"	"HS3ST2"	"ACC"
"1299"	"HS3ST3A1"	"ACC"
"1300"	"HS3ST4"	"ACC"
"1301"	"HS6ST2"	"ACC"
"1302"	"HSD11B1"	"ACC"
"1303"	"HSD17B14"	"ACC"
"1304"	"HSD52"	"ACC"
"1305"	"HSPA12B"	"ACC"
"1306"	"HSPA6"	"ACC"
"1307"	"HSPA7"	"ACC"
"1308"	"HSPB2"	"ACC"
"1309"	"HSPBAP1"	"ACC"
"1310"	"HTR1B"	"ACC"
"1311"	"HTR2B"	"ACC"
"1312"	"HTR3A"	"ACC"
"1313"	"HTR3C"	"ACC"
"1314"	"HTR7"	"ACC"
"1315"	"HTRA4"	"ACC"
"1316"	"HVCN1"	"ACC"
"1317"	"HYPK"	"ACC"
"1318"	"ICA1"	"ACC"
"1319"	"ICAM1"	"ACC"
"1320"	"ICAM2"	"ACC"
"1321"	"ICAM3"	"ACC"
"1322"	"ICOS"	"ACC"
"1323"	"ICOSLG"	"ACC"
"1324"	"ICT1"	"ACC"
"1325"	"ID1"	"ACC"
"1326"	"ID3"	"ACC"
"1327"	"ID4"	"ACC"
"1328"	"IER3"	"ACC"
"1329"	"IER5"	"ACC"
"1330"	"IER5L"	"ACC"
"1331"	"IFI16"	"ACC"
"1332"	"IFI30"	"ACC"
"1333"	"IFI35"	"ACC"
"1334"	"IFI44"	"ACC"
"1335"	"IFI44L"	"ACC"
"1336"	"IFIT3"	"ACC"
"1337"	"IFITM1"	"ACC"
"1338"	"IFITM2"	"ACC"
"1339"	"IFITM3"	"ACC"
"1340"	"IFNA13"	"ACC"
"1341"	"IFNE"	"ACC"
"1342"	"IFNG"	"ACC"
"1343"	"IFNL1"	"ACC"
"1344"	"IFT172"	"ACC"
"1345"	"IGF1"	"ACC"
"1346"	"IGFBP4"	"ACC"
"1347"	"IGFBP5"	"ACC"
"1348"	"IGFBP7"	"ACC"
"1349"	"IGFLR1"	"ACC"
"1350"	"IGSF11"	"ACC"
"1351"	"IGSF21"	"ACC"
"1352"	"IGSF6"	"ACC"
"1353"	"IKBKE"	"ACC"
"1354"	"IKZF1"	"ACC"
"1355"	"IKZF3"	"ACC"
"1356"	"IL10"	"ACC"
"1357"	"IL10RA"	"ACC"
"1358"	"IL12A"	"ACC"
"1359"	"IL12B"	"ACC"
"1360"	"IL12RB1"	"ACC"
"1361"	"IL15"	"ACC"
"1362"	"IL15RA"	"ACC"
"1363"	"IL16"	"ACC"
"1364"	"IL18"	"ACC"
"1365"	"IL18BP"	"ACC"
"1366"	"IL18R1"	"ACC"
"1367"	"IL18RAP"	"ACC"
"1368"	"IL1B"	"ACC"
"1369"	"IL1RL1"	"ACC"
"1370"	"IL1RN"	"ACC"
"1371"	"IL21R"	"ACC"
"1372"	"IL22RA2"	"ACC"
"1373"	"IL24"	"ACC"
"1374"	"IL27"	"ACC"
"1375"	"IL27RA"	"ACC"
"1376"	"IL2RA"	"ACC"
"1377"	"IL2RB"	"ACC"
"1378"	"IL2RG"	"ACC"
"1379"	"IL33"	"ACC"
"1380"	"IL3RA"	"ACC"
"1381"	"IL4I1"	"ACC"
"1382"	"IL4R"	"ACC"
"1383"	"IL5RA"	"ACC"
"1384"	"IL6"	"ACC"
"1385"	"IL7"	"ACC"
"1386"	"ILDR1"	"ACC"
"1387"	"INMT"	"ACC"
"1388"	"INPP5D"	"ACC"
"1389"	"INPP5K"	"ACC"
"1390"	"INSC"	"ACC"
"1391"	"IPCEF1"	"ACC"
"1392"	"IQCD"	"ACC"
"1393"	"IQCF3"	"ACC"
"1394"	"IQSEC3"	"ACC"
"1395"	"IRAK2"	"ACC"
"1396"	"IRAK3"	"ACC"
"1397"	"IRF1"	"ACC"
"1398"	"IRF4"	"ACC"
"1399"	"IRF5"	"ACC"
"1400"	"IRF7"	"ACC"
"1401"	"IRF8"	"ACC"
"1402"	"ISCU"	"ACC"
"1403"	"ISG15"	"ACC"
"1404"	"ITGA10"	"ACC"
"1405"	"ITGA4"	"ACC"
"1406"	"ITGA5"	"ACC"
"1407"	"ITGA6"	"ACC"
"1408"	"ITGAD"	"ACC"
"1409"	"ITGAL"	"ACC"
"1410"	"ITGAM"	"ACC"
"1411"	"ITGAX"	"ACC"
"1412"	"ITGB2"	"ACC"
"1413"	"ITGB4"	"ACC"
"1414"	"ITGB7"	"ACC"
"1415"	"ITGBL1"	"ACC"
"1416"	"ITK"	"ACC"
"1417"	"ITM2A"	"ACC"
"1418"	"ITPA"	"ACC"
"1419"	"ITPKB"	"ACC"
"1420"	"ITPKC"	"ACC"
"1421"	"ITPRIP"	"ACC"
"1422"	"ITPRIPL1"	"ACC"
"1423"	"ITSN2"	"ACC"
"1424"	"JAG2"	"ACC"
"1425"	"JAK1"	"ACC"
"1426"	"JAK2"	"ACC"
"1427"	"JAK3"	"ACC"
"1428"	"JAML"	"ACC"
"1429"	"JCHAIN"	"ACC"
"1430"	"JMJD4"	"ACC"
"1431"	"JPH4"	"ACC"
"1432"	"JTB"	"ACC"
"1433"	"JUN"	"ACC"
"1434"	"JUNB"	"ACC"
"1435"	"JUP"	"ACC"
"1436"	"KANK3"	"ACC"
"1437"	"KARS"	"ACC"
"1438"	"KATNAL2"	"ACC"
"1439"	"KBTBD12"	"ACC"
"1440"	"KBTBD8"	"ACC"
"1441"	"KCNA1"	"ACC"
"1442"	"KCNA3"	"ACC"
"1443"	"KCNAB1"	"ACC"
"1444"	"KCNE3"	"ACC"
"1445"	"KCNG2"	"ACC"
"1446"	"KCNJ11"	"ACC"
"1447"	"KCNJ16"	"ACC"
"1448"	"KCNJ2"	"ACC"
"1449"	"KCNK5"	"ACC"
"1450"	"KCNK6"	"ACC"
"1451"	"KCNMB1"	"ACC"
"1452"	"KCNN3"	"ACC"
"1453"	"KCNN4"	"ACC"
"1454"	"KCNQ5"	"ACC"
"1455"	"KCNS2"	"ACC"
"1456"	"KCNS3"	"ACC"
"1457"	"KCNT2"	"ACC"
"1458"	"KCP"	"ACC"
"1459"	"KCTD15"	"ACC"
"1460"	"KDM7A"	"ACC"
"1461"	"KDR"	"ACC"
"1462"	"KHK"	"ACC"
"1463"	"KIAA0040"	"ACC"
"1464"	"KIAA0125"	"ACC"
"1465"	"KIAA0226L"	"ACC"
"1466"	"KIAA1211L"	"ACC"
"1467"	"KIAA1257"	"ACC"
"1468"	"KIAA1551"	"ACC"
"1469"	"KIF19"	"ACC"
"1470"	"KIF21B"	"ACC"
"1471"	"KIR2DL1"	"ACC"
"1472"	"KIR2DL3"	"ACC"
"1473"	"KIR2DL4"	"ACC"
"1474"	"KIR3DL2"	"ACC"
"1475"	"KIR3DL3"	"ACC"
"1476"	"KL"	"ACC"
"1477"	"KLF1"	"ACC"
"1478"	"KLF2"	"ACC"
"1479"	"KLF8"	"ACC"
"1480"	"KLHDC7B"	"ACC"
"1481"	"KLHL10"	"ACC"
"1482"	"KLHL2"	"ACC"
"1483"	"KLHL31"	"ACC"
"1484"	"KLHL33"	"ACC"
"1485"	"KLHL38"	"ACC"
"1486"	"KLHL6"	"ACC"
"1487"	"KLK1"	"ACC"
"1488"	"KLRB1"	"ACC"
"1489"	"KLRC1"	"ACC"
"1490"	"KLRC2"	"ACC"
"1491"	"KLRC3"	"ACC"
"1492"	"KLRD1"	"ACC"
"1493"	"KLRF1"	"ACC"
"1494"	"KLRG1"	"ACC"
"1495"	"KLRK1"	"ACC"
"1496"	"KMO"	"ACC"
"1497"	"KRT1"	"ACC"
"1498"	"KRT10"	"ACC"
"1499"	"KRT27"	"ACC"
"1500"	"KRT39"	"ACC"
"1501"	"KRT79"	"ACC"
"1502"	"KRT8"	"ACC"
"1503"	"KRTAP5-9"	"ACC"
"1504"	"KYNU"	"ACC"
"1505"	"L3MBTL4"	"ACC"
"1506"	"LACTB"	"ACC"
"1507"	"LAD1"	"ACC"
"1508"	"LAG3"	"ACC"
"1509"	"LAGE3"	"ACC"
"1510"	"LAIR1"	"ACC"
"1511"	"LAIR2"	"ACC"
"1512"	"LAMA1"	"ACC"
"1513"	"LAMA4"	"ACC"
"1514"	"LAMB3"	"ACC"
"1515"	"LAMC2"	"ACC"
"1516"	"LAMTOR1"	"ACC"
"1517"	"LAMTOR2"	"ACC"
"1518"	"LAMTOR4"	"ACC"
"1519"	"LAMTOR5"	"ACC"
"1520"	"LANCL3"	"ACC"
"1521"	"LAP3"	"ACC"
"1522"	"LAPTM5"	"ACC"
"1523"	"LAT"	"ACC"
"1524"	"LAT2"	"ACC"
"1525"	"LAX1"	"ACC"
"1526"	"LAYN"	"ACC"
"1527"	"LBH"	"ACC"
"1528"	"LBR"	"ACC"
"1529"	"LBX2"	"ACC"
"1530"	"LBX2-AS1"	"ACC"
"1531"	"LCK"	"ACC"
